,LIR,LPeak,errLPeak,errLIR
581,9890417097.012615,147.84948621275976,5.357419229903551,471421471.9575098
582,130613961351.31854,115.11568440820142,6.072325237213728,6408218085.167996
583,162286733000.17694,133.90520928463746,5.4189650209957705,7460107110.955694
584,4978818185.506748,130.73582207021718,5.595389679540996,236156879.26876852
585,30970707841.659874,138.74312860912795,5.962968929521785,1415120419.0768723
586,24743444891.725586,153.09831803452641,5.687819309498749,1189060363.090833
587,19673823536.662167,133.02170159443014,5.519082424597555,955868982.6927547
588,38296703674.96188,145.34466269189545,5.102670094897628,1869794681.8314233
589,182785785389.1192,137.2788051013827,5.4443277965871095,8668579275.820786
590,3072211399.9137273,132.49717112881925,5.165894989543228,146741762.02565786
591,220649552523.79813,95.95355754929722,4.2795818576944935,11410774640.957586
592,188659225049.0888,105.54836639526121,5.114463690627419,10103201815.25249
593,84406572276.52646,142.01719578598144,5.501714465370381,3953745891.841195
594,1579195604650.8403,93.75591972795618,3.8785612280462076,94453714688.64108
595,834970720.5622618,138.409750885148,5.001755239826213,44161955.178805664
596,36639451724.07088,120.53557437555311,5.157698813481211,1843617600.8173146
597,110287204813.81369,119.85482892778136,5.525897568590561,5202398857.919372
598,80831472216.65453,137.98346924976906,4.982619023995842,3849798401.186036
599,77996620702.74051,135.5254562555738,5.103821448665191,3775596519.277769
600,48486657871.551575,129.89351116976653,7.376159209270752,2982402094.129476
601,133245123186.41011,126.6300782842802,5.303812503094868,6451356185.986856
602,15431858214.26654,117.51447219669501,6.64354358424901,776839682.1811702
603,68128402783.67424,148.1754788386369,5.350497286433255,3335895570.3061066
604,24836857100.028847,146.02895520034127,6.309714419747092,1084367737.3989081
605,159874931491.20807,115.79337417061348,5.1709423728098685,7968688942.342506
606,79926024768.49779,133.10952737185974,5.254893062324103,3879723160.4680367
607,21064572887.263786,130.60877969776533,5.43089400754414,1016966171.4123124
608,234541113840.03058,117.78910146320551,4.938776796300157,11513258231.152443
609,36173016952.56659,136.39649617672995,4.637295986269042,1744738891.8465414
610,50416464262.83659,130.5664870906333,5.498060564678339,2375972481.1198807
611,126352432207.94753,129.8098766521883,6.0160112767892455,7053640304.298076
612,161341528176.72125,132.410151294865,5.897271548153714,7490876899.676931
613,58371624644.63321,121.81003588595442,5.647908966573182,2788533662.3448744
614,34563865673.42594,137.936266652689,5.477349227031817,1664331829.4561172
615,1026759110.9362096,160.56661881685736,7.2871139404935255,74244347.77247588
616,230077234479.8448,97.98211594651643,4.245650805626538,13828535681.159649
617,69033611515.76012,125.02031620770794,5.570981747145422,3419286957.558153
618,56114347855.16436,117.48023355537545,5.865207299787378,2828849583.175836
619,104283948015.63101,133.24148370024358,5.329678193298179,4915862723.365823
620,39069656438.82945,113.47960390286872,5.921337537242289,2517430186.4185596
621,20214772683.27482,157.3092037163471,6.3312779613165855,1131102101.2424843
622,1161670557060.9946,93.37596342577127,4.139204945071429,62839105842.43983
